,species,chemical,conc (mol/L)
29,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/108952,3.3865095872890616
30,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/109524,3.122398879777025
31,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/109762,1.7941774616742907
32,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/109897,1.931885905201321
33,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/109977,2.5041276669743358
34,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/109999,1.5232284527774766
35,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/110009,2.981416586022169
36,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/110167,4.36552901254969
37,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/110543,3.537061468347869
38,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/110861,2.8725520554086117
39,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/111422,1.8512542157104304
40,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/111693,1.7481438238009572
41,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/111875,3.984063685165892
42,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/111900,0.9843945456423381
43,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/112050,3.181983678066679
44,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/112276,0.2533640483241395
45,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/112301,4.818904635598691
46,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/112425,5.218956931101954
47,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/112538,5.26597073320775
48,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/112801,3.0492426418409546
49,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/115093,6.430525159767729
50,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/115866,3.9112521840495273
51,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/117817,3.765298155274223
52,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/118741,4.453027693687723
53,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/118967,4.787858569208742
54,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/119619,4.078401960154366
55,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/120809,3.696949998888058
56,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/121324,3.264104448900602
57,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/121335,3.0991924852962294
58,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/121573,3.2363492008654107
59,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/121697,3.2662013876603266
60,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/121755,4.425139717876766
61,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/122394,3.649441770227715
62,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/123319,4.263387491083129
63,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/123546,2.844889736969261
64,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/123728,3.653559298161481
65,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/124049,3.107620498132654
66,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/126738,4.403961647236926
67,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/126818,1.0856906938720168
68,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/127082,2.4354252915138113
69,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/127093,0.7889999834114976
70,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/127184,3.912277043278177
71,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/1306190,4.142791766285529
72,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/131113,3.324143723797675
73,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/134623,3.239938446884078
74,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/135285904,4.210132966747581
75,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/13601199,2.482748528795775
76,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/137406,1.3065788369769393
77,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/138863,2.54847780452715
78,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/139139,2.281131129346762
79,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/13943583,3.565621440331716
80,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/140885,3.602233653551127
81,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/141435,1.4697366635518276
82,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/141537,1.3252449006223441
83,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/142621,3.1202896923725296
84,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/143088,4.391661793427169
85,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/143339,5.494234381118438
86,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/151213,4.5301802928018065
87,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/1600277,4.519944048425481
88,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/1634044,2.117551494698055
89,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/206440,3.682269744548994
90,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/2216515,3.9170841198646835
91,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/260946,4.891302273365968
92,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/275514,4.153181161937509
93,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/2759286,3.570057459177224
94,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/281232,5.679093032755321
95,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/2921882,5.805540689127506
96,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/301042,2.8737351073559507
97,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/302012,3.6231273032761107
98,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/333415,4.476551806023042
99,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/335671,2.0008127528841535
100,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/3486359,1.6159991217069478
101,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/470826,3.179303912611257
102,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/49562289,6.328552094975765
103,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/496117,3.9260409528020848
104,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/497198,1.6272183353013923
105,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/50000,2.0952634242677197
106,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/50022,6.189005944461333
107,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/50293,6.402766932436447
108,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/513780,1.8157146357950649
109,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/514103,5.1037534291972415
110,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/51796,3.230241586806676
111,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/52539,5.879175385785487
112,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/525826,4.802417936869597
113,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/52645531,6.099790876755373
114,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/52686,3.6729097696032893
115,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/532321,2.693036107322176
116,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/540885,2.550224611862412
117,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/54217,1.9574122895304058
118,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/544183,2.6651234017022025
119,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/55630,4.652740218611186
120,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/56235,2.584927404400594
121,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/56382,5.1585908666366755
122,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/57147,1.870165383201936
123,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/5786210,6.0248397676298255
124,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/58082,3.0449427348362033
125,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/5835267,5.540810530098667
126,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/584087,2.2257882042710544
127,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/584849,3.0048756903435483
128,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/597648,6.331627877862917
129,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/598630,1.72910158552372
130,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/616455,1.9296896367077614
131,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/61734,3.8364615967041034
132,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/62533,2.9118488631159063
133,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/62566,1.8808707325324234
134,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/62737,4.444688976892302
135,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/64197,2.7826689656658687
136,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/66762,4.077614433518946
137,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/67436,2.1174237692395836
138,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/67561,0.052184359265907726
139,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/67641,0.8428367646946927
140,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/67663,2.9493494939281493
141,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/67685,3.360604224578418
142,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/67721,5.203770197971318
143,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/68122,0.8342542777212208
144,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/693981,2.4577284311098873
145,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/706149,3.975510949616195
146,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/71238,1.0959745741409013
147,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/71363,1.5818582042591245
148,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/71432,3.3476470531116624
149,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/7173515,5.9558656639862875
150,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/74908,5.30768902194834
151,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75058,1.673550508777257
152,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75070,3.0754840304415096
153,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75092,2.2369533753475603
154,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75218,2.6943192226065453
155,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75354,3.1128268379030777
156,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75365,2.268772923846391
157,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75478,5.129805728038009
158,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75525,2.341398937462581
159,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75898,2.924513835579247
160,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/75912,2.067516141097736
161,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/76017,4.4227867541517965
162,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/76039,1.9082275829008075
163,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/7631905,3.246598717868392
164,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/768945,3.7814282025779047
165,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/7785708,5.686779861421612
166,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/78795,2.955584004413649
167,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/78900,1.8133913881156598
168,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/78933,1.3498263322325768
169,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/79016,2.522591347704165
170,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/79061,2.758062927082455
171,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/80057,4.686055985881229
172,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/80159,3.078279805541372
173,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/83329,4.041612596806004
174,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/83341,3.171046236415478
175,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/84662,4.116078127230503
176,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/84742,3.9671609322817614
177,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/86737,2.22031210619369
178,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/86748,5.103980518142107
179,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/868779,2.7581279099200886
180,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/868859,2.689261489725716
181,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/89838,3.671242287239694
182,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/90028,4.688551514294892
183,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/91203,4.311891228666679
184,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/91225,3.4480265907878476
185,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/91667,3.9586920469622084
186,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/920661,2.837922040465642
187,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/92524,4.719393302072085
188,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/92875,3.9640237928400337
189,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/94622,4.5607359901716
190,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/95136,2.357976009693985
191,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/95147,3.2628087470353813
192,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/95169,3.324171687565328
193,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/95476,3.8106755623122197
194,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/95487,3.778384420000649
195,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/97530,3.834854992903416
196,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/98011,3.4382981802178896
197,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/98828,4.27880423193498
198,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/98862,2.864547256287845
199,https://cfpub.epa.gov/ecotox/taxon/1,https://cfpub.epa.gov/ecotox/cas/98953,2.9760747316198737
200,https://cfpub.epa.gov/ecotox/taxon/10,https://cfpub.epa.gov/ecotox/cas/108952,3.225133829726237
201,https://cfpub.epa.gov/ecotox/taxon/10,https://cfpub.epa.gov/ecotox/cas/333415,3.4830178482722736
202,https://cfpub.epa.gov/ecotox/taxon/10,https://cfpub.epa.gov/ecotox/cas/64197,2.5230316551601124
203,https://cfpub.epa.gov/ecotox/taxon/10,https://cfpub.epa.gov/ecotox/cas/77929,3.0792423144153735
204,https://cfpub.epa.gov/ecotox/taxon/1005,https://cfpub.epa.gov/ecotox/cas/108952,3.2506879341986252
205,https://cfpub.epa.gov/ecotox/taxon/1005,https://cfpub.epa.gov/ecotox/cas/129000,6.248614183610422
206,https://cfpub.epa.gov/ecotox/taxon/1005,https://cfpub.epa.gov/ecotox/cas/206440,5.902398513771076
207,https://cfpub.epa.gov/ecotox/taxon/1008,https://cfpub.epa.gov/ecotox/cas/123035,5.530544178701991
208,https://cfpub.epa.gov/ecotox/taxon/1008,https://cfpub.epa.gov/ecotox/cas/50000,2.2124626438330512
209,https://cfpub.epa.gov/ecotox/taxon/1009,https://cfpub.epa.gov/ecotox/cas/121755,6.055415266312652
210,https://cfpub.epa.gov/ecotox/taxon/1009,https://cfpub.epa.gov/ecotox/cas/301042,0.6545039817642452
211,https://cfpub.epa.gov/ecotox/taxon/1009,https://cfpub.epa.gov/ecotox/cas/50293,6.749554418661104
212,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/107028,6.004098300416844
213,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/108952,3.4134152316963253
214,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/117817,6.086222979655143
215,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/121755,6.053178551590583
216,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/127184,4.224225631716252
217,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/151213,4.502950639310895
218,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/333415,5.265533904058367
219,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/79016,3.644423212224052
220,https://cfpub.epa.gov/ecotox/taxon/101,https://cfpub.epa.gov/ecotox/cas/92875,3.2397479232392445
221,https://cfpub.epa.gov/ecotox/taxon/1015,https://cfpub.epa.gov/ecotox/cas/121755,2.2616032504780694
222,https://cfpub.epa.gov/ecotox/taxon/1015,https://cfpub.epa.gov/ecotox/cas/52918635,4.975887868267936
223,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/121755,3.391456604674193
224,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/137268,4.746721070865038
225,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/2921882,7.190550813720881
226,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/52315078,7.557427689916805
227,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/52645531,5.865240938294597
228,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/52686,4.709139313689583
229,https://cfpub.epa.gov/ecotox/taxon/102,https://cfpub.epa.gov/ecotox/cas/52918635,7.360843756897219
230,https://cfpub.epa.gov/ecotox/taxon/1020,https://cfpub.epa.gov/ecotox/cas/108952,3.820116956648153
231,https://cfpub.epa.gov/ecotox/taxon/1022,https://cfpub.epa.gov/ecotox/cas/301042,4.367093560946299
232,https://cfpub.epa.gov/ecotox/taxon/10296,https://cfpub.epa.gov/ecotox/cas/50000,-0.08862635522507031
233,https://cfpub.epa.gov/ecotox/taxon/10300,https://cfpub.epa.gov/ecotox/cas/121755,2.6510939151799495
234,https://cfpub.epa.gov/ecotox/taxon/10300,https://cfpub.epa.gov/ecotox/cas/137268,4.204098267388943
235,https://cfpub.epa.gov/ecotox/taxon/10300,https://cfpub.epa.gov/ecotox/cas/62737,3.509807155476507
236,https://cfpub.epa.gov/ecotox/taxon/10352,https://cfpub.epa.gov/ecotox/cas/107028,3.9760695768166
237,https://cfpub.epa.gov/ecotox/taxon/10352,https://cfpub.epa.gov/ecotox/cas/108883,3.2006571293110877
